name,time,tweet
WinkaDink2,Fri Sep 07 01:25:31 +0000 2018,@CofOHardWorkU  wonder how many students of color agree with your misguided take on kneeling. Hopefully others are still open to listening and learning #JustDoIt @Nike https://t.co/0KJ5qPpm6j
EYESONLYDARLINK,Fri Sep 07 01:25:31 +0000 2018,Ya'll need to quit worrying about Nikes and go grab yourselves a pair of Justin work boots and take ya asses to work #justdoit
SacBrie,Fri Sep 07 01:25:28 +0000 2018,"""Believe in something. Even if it costs someone else everything. #JustDoIt."" - #Bernie #Kaepernick https://t.co/60q0zynKgT"
me40cal,Fri Sep 07 01:25:19 +0000 2018,"Just do it or dont mfs #justdoit @ Kansas City, Missouri https://t.co/XfDcRQkybF"
amanda_kwp,Fri Sep 07 01:25:17 +0000 2018,"I LOVE THIS!!! #chills, #justdoit, #ImWithKaep https://t.co/S4xEKHpSiC"
biznesman06,Fri Sep 07 01:25:12 +0000 2018,@TrinaBraxton @TraciBraxton @TamarBraxtonHer @towandabraxton @tonibraxton I've adjusted my work schedule to be with you all on Thursdays........#fixitjesus #nike #justdoit
SamusAran2020,Fri Sep 07 01:25:06 +0000 2018,"@LibturdSmasher @jillosophy @FredMer39027021 @jimbo_always @TeedIsMe @Praxicylene @SCBelle6 @GeanineC @David_MagaUSA @Freed0mFirst @NaceBeth @fightinirish109 @dybarb @youlosenordys @RealBiddle @WillOfThePeopl5 @AmericanLaoch @Dr_Kaco @KevinMarriageDr @ElderLansing @byteflyer @Baby___Del @Satchalistic1 @Mongo444444 @The2ndA @J_MAGA @willthomas_80 @BillNJenGreen15 @mericusnation @Patriotmom2one @raypjrone @AshleyW838 @aseeger3 @MakeNEGrrAgain @clintonhill889 @SandySega @BlackfootJon2 @imf_hunt @isis_ghost @TheUKDude1 @Briteeye777 @Red_Baron63 @Smhulk1 @Tallie14211271 @RokkerFiveOne @RealCharlesMoon @EasyGoLance @sherryteal3 @pattyann2358 @MistaBRONCO The #Nike brand is just like #ColinKaepernick. NO CLASS, NO RESPECT.

#NikeBoycott #BoycottNike #NikeAd #JustDoIt #NFL #Kaepernick"
RoyMartha,Fri Sep 07 01:24:52 +0000 2018,Don’t ask if your dreams are crazy. Ask if they’re crazy enough. #justdoit
KingRay_ent,Fri Sep 07 01:24:43 +0000 2018,"We won!!!! 🏈 🤸🏾‍♀️ .
.
.
.
.
.
#mysonandme #joke #justdoit #healthylifestyle #happy #weightlossjourney #photooftheday #strong #healthy #wellness #fit #motivation #success https://t.co/nHeaeswj61 https://t.co/6rtCFO5Fi0"
NickDiGennaro,Fri Sep 07 01:24:29 +0000 2018,One way to resolve the issue of players kneeling during the National Anthem is to replace the Stars on the American flag with Nike's Swoosh Logo.  That'll get em to remain standing ;-)  #Nike #JustDoIt #ColinKaepernick #Flag https://t.co/fRFkZDC1WV
muscleheadinc,Fri Sep 07 01:24:21 +0000 2018,"Just do it 😂😂

#Jamaicansbelike #JustDoIt #Toronto https://t.co/PVkCMkEenO"
theballera,Fri Sep 07 01:24:19 +0000 2018,S/O to everyone for taking advantage of Big Baller Brand 30% OFF Back-to-School special in honor of Colin Kaepernick. #geturmerch 🤷‍♂️ #justdoit https://t.co/b5A9T3cyZL
realBobbyDiesel,Fri Sep 07 01:24:15 +0000 2018,"Because I’m a reasonable, tolerant, evolved human being, I get to watch the season premiere of #NFL’s #ThrusdayNightFootball #NFL2018 #NFLKickoff #ATLvsPHI which of course all the loyal, principled trumpHumpers are boycotting...

BTW the stadium is packed #JustDoIt #TakeAKnee https://t.co/PMNM90wSDu"
MaineFinFan,Fri Sep 07 01:23:39 +0000 2018,"LOL. I had to make this up. Who knows, maybe some positivity will reverse the curse. #CurseOfMarino

Believe in Ryan Tannehill. #JustDoIt #FinsUp https://t.co/HkftT3uYK2"
BakingScones,Fri Sep 07 01:23:37 +0000 2018,How impressive is this? 👇🏽👇🏽👇🏽#JustDoIt https://t.co/YrLodl12Yf
mixmediastudios,Fri Sep 07 01:23:36 +0000 2018,"@ListenToEzra @Havok_2O18 @TheSWPrincess @1Jedi_Rey @NatCookResists @gbmnyc @NFL @nflcommish @NFLPA @realDonaldTrump @MalcolmJenkins @Kaepernick7 @KSTiLLS @mosesbread72 @Nike @KingJames @MatthewWolfff @JynErso_2017 @DeadpoolResists @debbiesideris @TrinityResists @SabineResists @Minervasbard @RebelScumPixie @JediMasterDre @B52Malmet @Lady_Star_Gem @JeffBfish @JainaResists @knot4sharing @DangeRussWilson @Earl_Thomas @TDLockett12 @TopRopeTravis @BrandonTXNeely @RealTomSongs @BatmanResist @TrisResists @NateBoyer37 @CaptainsLog2O18 @ChicagoBears @ManInTheHoody @AllensOpEd @CyrusToulabi @MissyElliott @Alyssa_Milano @TheRevAl @JoyAnnReid @CoryBooker Did everyone just write this now? 
Creating poetry
Together?

Wow! 
#JustDoIt 
#TakeAKnee 
#ImWithKaep 
#ResistancePoets"
Xated_Morenike,Fri Sep 07 01:23:34 +0000 2018,"We all so fed up.
Cory said, “BRING IT. BRING THE CHARGES.” #JustDoIt 😂😂😂😂"
TatiaBooks,Fri Sep 07 01:23:34 +0000 2018,Serena is a whole mood right now! #dreamit #ownit #justdoit #dontcallitacomeback #shesbeenhereforyears #thismama #thismamasgonnaknockyouout #serenawilliams #goat https://t.co/vFswdLhG5Y
Msmanchester1,Fri Sep 07 01:23:32 +0000 2018,Trump’s White House is one giant snake pit! 🤦🏽‍♀️ #TrumpResign #justdoit White House aides turn on each other in hunt for op-ed author - POLITICO https://t.co/xHkRciWfnm
Morgan2Love,Fri Sep 07 01:23:19 +0000 2018,@TheSharkDaymond @Nike @Kaepernick7 Love that you tweeted this and I love that Nike is so much more than something to wear! Nike is def. my #1 brand #JustDoIt
Thurgood_B32,Fri Sep 07 01:23:14 +0000 2018,"Opening day for the NFL season underway... So how many of y’all got up from your couch to stand at attention during the anthem tonight? Asking for a friend 👀....
#JustDoIt"
3ichael3ichael,Fri Sep 07 01:23:05 +0000 2018,@BoyzIIMen should have song the National Anthem on Bended Knee 😳🤗😂✊🏾🏈 #ATLvsPHI #NFLkickoff2018 #BoyzIIMen #NationalAnthem  #justdoit
BevBachel,Fri Sep 07 01:23:02 +0000 2018,"Tuned into tonight’s @NFL game, not because I’m eager to watch the Eagles but because I can’t wait to see @Kaepernick7 star in Nike’s commercial. #JustDoIt #resistance #TakeAKnee"
gnjmedia,Fri Sep 07 01:22:55 +0000 2018,LIFE WILL BE SO MUCH EASIER!!! #facts #colinkaepernick #nike #justdoit #issamovement #unstoppable #powerful #life @kaepernick7 @nike @theshaderoom @worldstar #worldstarhiphop #theshaderoom #black #papersackbrown #wearetherainbow #getwititorgetlost #narrowmindedpeople https://t.co/nyQHNCqxhm
JeNaaitUtSteeds,Fri Sep 07 01:22:45 +0000 2018,"@UliMtn @ill_never_stop Oooooh SNAP on Colin @Kaepernick7 right there!
#JustDoIt #Save1stAmendment"
MU_Peter,Fri Sep 07 01:22:37 +0000 2018,"@MelsLien Ooh... this is a good week!
#JustDoIt #BringIt https://t.co/QdD4Vo3oIE"
DARKINC316,Fri Sep 07 01:22:36 +0000 2018,Yeah. #darkinc316  #justdoit #justdoit✔️ https://t.co/xJpbu9KF5s
OchoOrEight,Fri Sep 07 01:22:30 +0000 2018,I see you pizza hut it's cool come on to the black side like nike #justdoit we'll buy all them wings off wing street 😂😂😂.. that Commercial was tough 💪💪..
MicheleEGwynn,Fri Sep 07 01:22:19 +0000 2018,"@shoola1 @ABC Lose some, gain others. ""Believe in something, even if it means losing everything."" I'm going out to buy a pair of Nikes tomorrow. #Nike #JustDoIt"
kawdart,Fri Sep 07 01:22:13 +0000 2018,I know my rights. Just added @kaepernick7 to @kawdart wall #kneelwithkaepernick #nikeshoes #justdoit #KAWDart #tellingourstories #at #kawdartgallery #nike @… https://t.co/OMUQrumyYy
therealtarao,Fri Sep 07 01:22:11 +0000 2018,This sums it up. #imwithkap #powertothepeaceful #justdoit https://t.co/ufC95xPcg7
Ladybeautyrep,Fri Sep 07 01:22:10 +0000 2018,"Go ahead and laugh (or gag).
#JustDoIt https://t.co/Zy9jOyHxCP"
JaeMoFamo,Fri Sep 07 01:21:48 +0000 2018,God made you exactly how you should be #justdoit #blackexcellence #queer #transgender #ftm https://t.co/OunbfRA68y
jen_pastor,Fri Sep 07 01:21:39 +0000 2018,"Join us at @hohatl THIS SUNDAY, at 7:30am &amp; 10:15am, as we worship God &amp; participate in ""Nike Sunday""! Please wear your Nike shoes &amp; Nike apparel on Sunday!!!! We will present Jesus &amp; show solidarity with @kaepernick7 &amp; @nike!! #JustDoIt 
#FaithInGod #SocialJustice https://t.co/EPSExyRkXh"
DrewKnightWV,Fri Sep 07 01:21:33 +0000 2018,"@mayawiley It captures the zeitgeist today, as @SenKamalaHarris  and @CoreyBooker, among others, risk a lot to force transparency in the Kavanaugh hearing.  #StopKavanaugh #JustDoIt"
StephanieWeiser,Fri Sep 07 01:21:31 +0000 2018,"Love this campaign, well done @Nike #JustDoIt https://t.co/gxBLJyvriv"
IAmEricPieper,Fri Sep 07 01:21:24 +0000 2018,"I'm with this.

#nike #kaepernick #justdoit #snowflake #trump #donaldtrump #colorado #kratomking #gratitude #love @ Denver's Competitive Ink https://t.co/BYKZubLEMb"
MistaChubbz,Fri Sep 07 01:21:12 +0000 2018,M3 ALL W33K!!! 😩😂😂😅😅😀 👟✔️ #JustDoIt! #nike @nike @ Nike https://t.co/u3Xea6Hcox
Women4JusticeUS,Fri Sep 07 01:21:06 +0000 2018,"Have you seen Colin Kaepernick's Nike commercial yet?
#ImWithKap #TakeAKnee #JustDoIt https://t.co/5RPIO4oOBT"
Slorider1,Fri Sep 07 01:20:59 +0000 2018,@NBCSPhilly But @Nike still runs sweatshops and make 💩 sneakers.  I stand for #BoycottNike #justdoit
eveaccess2018,Fri Sep 07 01:20:35 +0000 2018,Work smarter not harder and you will get stronger &amp; better. Always remember to be yourself. Dare to be different even if it's crazy. Ask yourself is it crazy enough? Just Do It ✔️. @Nike @Kaepernick7 #JustDoIt #Nike #Ad #MeToWe #Love ❤️💙💚💛🧡💜🖤 #BeYourself #LoveYourself🙏 https://t.co/f0LauXHaLE
AJacksonTV,Fri Sep 07 01:20:29 +0000 2018,For #Orlando friends 🤣 #justdoit ✔️ https://t.co/gcAj1BWX2h
flashbaked21,Fri Sep 07 01:20:29 +0000 2018,"All you assholes out here hoping that #sketchers picks up a big name, while I'm enjoying my #jordans.  #nike #burnmf #justdoit"
SylRenner,Fri Sep 07 01:20:21 +0000 2018,"People who are crazy enough to think they can change the world, are the ones who do.
—Apple

#NotCrazy #belief #changeTheWorld #MissionPossible #JustDoIt #YesYouCan https://t.co/VnLrViTZi0"
Killa_Lala_,Fri Sep 07 01:20:18 +0000 2018,Thanks #Nike #JustDoIt https://t.co/n9ofa7n86C
OnlineTrash_bag,Fri Sep 07 01:19:59 +0000 2018,"Every single one of my ""very mad at Kap"" friends is live-posting the NFL season opener. #JustDoIt"
MkMcfly,Fri Sep 07 01:19:49 +0000 2018,"~Own your Faults~ 
#justdoit @ Shooff Kuts &amp; Accessories https://t.co/Q3Xbl8c2E5"
iamkvictoria,Fri Sep 07 01:19:47 +0000 2018,I love what #Nike is doing with @kaepernick7 putting #socialinjustice on the forefront and communicating these issues through out their campaign. It’s time to step up and #JustDoIt I am so… https://t.co/D2TAcSuER0
B52Malmet,Fri Sep 07 01:19:42 +0000 2018,@Havok_2O18 @TheSWPrincess @1Jedi_Rey @NatCookResists @ListenToEzra @gbmnyc @NFL @nflcommish @NFLPA @realDonaldTrump @MalcolmJenkins @Kaepernick7 @KSTiLLS @mosesbread72 @Nike @KingJames @MatthewWolfff @JynErso_2017 @DeadpoolResists @debbiesideris @TrinityResists @SabineResists @Minervasbard @RebelScumPixie @JediMasterDre @Lady_Star_Gem @JeffBfish @JainaResists @knot4sharing @DangeRussWilson @Earl_Thomas @TDLockett12 @TopRopeTravis @BrandonTXNeely @RealTomSongs @BatmanResist @TrisResists @NateBoyer37 @CaptainsLog2O18 @ChicagoBears @ManInTheHoody We kneel against racial profiling by police that ends in death because  we know black lives matter. We kneel because we live in a free country with a first amendment protecting our free speech. We kneel for every vet who fought for our liberty. #TakeAKnee #JustDoIt #ImWithKaep https://t.co/SuQGH750VN
S_Ca11away,Fri Sep 07 01:19:36 +0000 2018,The Dude #nike #justdoit #ordont https://t.co/6Yf0zdjwJD
Abdulqadir_aba,Fri Sep 07 01:19:07 +0000 2018,"Pray, calculate and take the RISK. No better time than now #justdoit #entrepreneurship"
TheMarcVincent,Fri Sep 07 01:19:01 +0000 2018,"#JustDoIt ✔ #NIKE NEW ALBUM OUT NOW!!! 👹🌟🔥💥💪☄
https://t.co/Atu1QjmdrY"
Fran_Neena20409,Fri Sep 07 01:18:31 +0000 2018,"@ABC Whatever.
It's your Choice.
#JustDoIt."
Americasbar,Fri Sep 07 01:18:19 +0000 2018,See you tonight! #karaoke #justdoit https://t.co/87i5K0LSp0
mitchell_scott,Fri Sep 07 01:18:14 +0000 2018,Getting humiliated by @ryanwhitney6 on the golf course #JustDoIt                          @spittinchiclets @BizNasty2point0 @RiggsBarstool https://t.co/tWjXrSGzSA
judy26386,Fri Sep 07 01:18:14 +0000 2018,"(Overheard, II)

I returned a pair of Nike shoes yesterday for a refund, and the clerk asked me what was wrong with them. I told her they hurt my feet when I stood up for the national anthem.

#JustDoIt"
therickjohnson,Fri Sep 07 01:17:54 +0000 2018,Football is back! 🏈 #JustDoIt #OrDont #NFL https://t.co/TAfIEqxP89
oskar_zimmerman,Fri Sep 07 01:17:20 +0000 2018,"Read the incredible maybe-true story of Australia's #guncontrol farce. @NRATV @Nike @DLoesch
#JustDoIt #ar15 #FN_FAL 
#amwriting #amreading
#mustreadbook #auspol

Paperback 
https://t.co/G3jHrQOabS

Kindle 
https://t.co/InB96EXicx https://t.co/2Jukvm24wo"
therapy4ladies,Fri Sep 07 01:17:14 +0000 2018,"In a world where people are still trying to understand what it means to take care of you...just do it. It's your time...heal, love, grow. #askatherapist #justdoit #therapyforladies… https://t.co/pEywr2R4sI"
SGahilote,Fri Sep 07 01:17:14 +0000 2018,"Don’t ask if your dreams are crazy, ask if they are crazy enough. #Nike #Justdoit #ColinKaepernick https://t.co/OnRcybOmLP"
therickjohnson,Fri Sep 07 01:17:14 +0000 2018,Football is back! 🏈 #JustDoIt #OrDont #NFL https://t.co/OuYBXSGNeH
billy_bly,Fri Sep 07 01:17:12 +0000 2018,The long road #BlessedAndGrateful #sabah #StriveForGreatness #JustDoIt #Nike https://t.co/LrfBKIUQjY
ListenToEzra,Fri Sep 07 01:17:02 +0000 2018,"@Havok_2O18 @TheSWPrincess @1Jedi_Rey @NatCookResists @gbmnyc @NFL @nflcommish @NFLPA @realDonaldTrump @MalcolmJenkins @Kaepernick7 @KSTiLLS @mosesbread72 @Nike @KingJames @MatthewWolfff @JynErso_2017 @DeadpoolResists @debbiesideris @TrinityResists @SabineResists @Minervasbard @RebelScumPixie @JediMasterDre @B52Malmet @Lady_Star_Gem @JeffBfish @JainaResists @knot4sharing @DangeRussWilson @Earl_Thomas @TDLockett12 @TopRopeTravis @BrandonTXNeely @RealTomSongs @BatmanResist @TrisResists @NateBoyer37 @CaptainsLog2O18 @ChicagoBears @ManInTheHoody In Silence We Kneel 
#TakeAKnee
#JustDoIt
#ImWithKaep https://t.co/UXHLxzQBhG"
smayomitch,Fri Sep 07 01:16:47 +0000 2018,Hey @KamalaHarris Look at these #SuperStars #JustDoIt https://t.co/afwvEWvJik
DOW_Oct_2018,Fri Sep 07 01:16:40 +0000 2018,"@realDenaldTrump Nuk’em Denny 

You know ? 

#JustDoIt"
allstarct1,Fri Sep 07 01:16:31 +0000 2018,I wear a size 12 if anyone is burning or throwing shoes away #JustDoIt
thereal_tk_,Fri Sep 07 01:16:27 +0000 2018,Fuck them #justdoit https://t.co/KwClVuBWNF
pam49ers,Fri Sep 07 01:16:27 +0000 2018,"@serenawilliams you are amazing! Tonight’s win shows you’re just getting better, quicker, stronger, and that you’re the best!! #JustDoIt #nike #thismama"
ctjay14,Fri Sep 07 01:16:26 +0000 2018,DAMN... @serenawilliams wasted ZERO time tonight!! I tried to catch the match but it ended in 60 minutes!! Way to go Queen!! #USOpen #SerenaWilliams #JustDoIt #ThisMama
TylerSully,Fri Sep 07 01:16:17 +0000 2018,"Go for it on fourth down. 

Even if Julio Jones isn’t on the field. #JustDoIt https://t.co/GatUQakghl"
StrengthOfTruth,Fri Sep 07 01:16:10 +0000 2018,"A friend of mine passed last night.
He served as a scout in the Vietnam jungles for 2 years.
His health was never the same after that.

He sacrificed everything

#JustDoIt"
FinalAntiFaXIV,Fri Sep 07 01:16:04 +0000 2018,"Ford says it supports NFL players' right to protest.

Burn em up, proud boys. #JustDoIt"
smayomitch,Fri Sep 07 01:15:50 +0000 2018,Don't call for it...#MakeIT #JustDoIt https://t.co/muFCRVisef
MVPete84,Fri Sep 07 01:15:37 +0000 2018,"I bet there were a lot of people who burned their Nike’s this week, kneeling close to their TV to get really close look, trying to find those disrespectful players kneeling during the National Anthem.... 🤔🤷‍♂️ #JustDoIt #irony #NFL"
adamsrunaholic,Fri Sep 07 01:15:10 +0000 2018,"I get knocked down, but I get up again # im still going to just f’n doing it   Don’t care about politics #justdoit !!!!!"
Katie_Marie82,Fri Sep 07 01:15:09 +0000 2018,I see you @lights. Nice to see where you stand on this issue. #Kaepernick #Nike #JustDoIt https://t.co/pTdlDfcFjT
theFallenMarvel,Fri Sep 07 01:15:04 +0000 2018,They so worried about Kaep. This is who they need to worry about. @wesleysnipes the #goat. #justdoit https://t.co/QLzTRlhN0q
ur_commie_mcm,Fri Sep 07 01:14:59 +0000 2018,Y’all went too far... #JustDoIt https://t.co/wgoF8UKjfe
ckgthedon,Fri Sep 07 01:14:58 +0000 2018,"#MattRyan needs to stop looking EXACTLY where he throwing. He's giving them too much smh. #MyOpinion

#Follow @ckgthedon on #Spotify @spotify 
https://t.co/GzhBcQik3z
@itunes #Itunes
https://t.co/C0MM172NAN
#Falcons #Eagles #kapernick #Nike #JustDoIt #NflKickoff https://t.co/ESjn10JPFd"
Mrmeatman101,Fri Sep 07 01:14:44 +0000 2018,"Hey @OriginalFunko can we finally get a @IAmReviewbrah Funko, you're making funkos of old tv shows nobody cares about anymore when you could be making funkos of very viable people who I need a little giant-head figurine of on my desk. #JustDoIt"
ncjonyoung,Fri Sep 07 01:14:43 +0000 2018,Rockin’ some J’s and watching some Thursday Night NFL 🏈 😉✌️#justdoit✔️ #atlvsphi #nfl #takeaknee #legalizefreedom https://t.co/uTQ5mAseFn
DufraineM,Fri Sep 07 01:14:37 +0000 2018,And there we have it...#TakeAKnee #JustDoIt #Nike #NFL #Joke #MyKnee #Pass #Hut #Omaha #Psychology #Playa #RealTalk #Roast #AmericanFlag #NationalAnthem #StandUp #StandTall #Proud https://t.co/gtGwhQT0dE
MikeAlbertoHIA,Fri Sep 07 01:14:25 +0000 2018,"Shop online now, https://t.co/UfT1lcX1W2 

JUST DO IT. 

Link in bio. 
#justdoit #theroyals #theroyalsapparel #god #godisgood #jesus #jesuschrist #jesussaves #apparel #christian https://t.co/pSF5k7Br7K"
AlkeyviaL,Fri Sep 07 01:14:24 +0000 2018,I have this crazy dream of surprising my mom for her 60th birthday and taking her to the #USOpen2018 Women’s Final to see @serenawilliams play in her 31st major final! #JustDoIt #ThisMama
chulaSAGURTO,Fri Sep 07 01:13:57 +0000 2018,@RealDLHughley @usopen She beat the #justdoit out of her!
stressdawg96,Fri Sep 07 01:13:56 +0000 2018,"I'm just not that woke, but does the new face of the #JustDoIt campaign have a new shoe coming out?  Asking for a friend. Nike new slogan is #JustCuttTheCheck #ColinKaepernick #RolandMartinUnfiltered #StopKavanaugh #Trump #AlexJones #Press"
IrieJamFM,Fri Sep 07 01:13:52 +0000 2018,"Get ready #justdoit with @meelamac
Kamp Kamila NYC is a holistic health, fitness and motivational experience that combines a high intensity SWEAT to some sweet reggae beats (1 hour)… https://t.co/nkoRgIn1qZ"
ktranda8,Fri Sep 07 01:13:47 +0000 2018,"So much more in this message than #Kaepernick look at all the spotlights of greatness, and overcoming obstacles and being #resilient, can we focus on the #positive? #JustDoIt https://t.co/Kf5AP6OMbL"
frdmfightr,Fri Sep 07 01:13:46 +0000 2018,"While we're waiting for the #NFLKickoff and the airing of the new @Nike commercial featuring #ColinKaepernick, it might be a fun time to note that Nike shares closed higher today. #JustDoIt #TakeAKnee"
IrieJamFM,Fri Sep 07 01:13:38 +0000 2018,"Get ready #justdoit with @meelamac
Kamp Kamila NYC is a holistic health, fitness and motivational experience that combines a high intensity SWEAT to some sweet reggae beats (1 hour)… https://t.co/8nkkcy5UEg"
ABelleintheATL,Fri Sep 07 01:13:37 +0000 2018,"Tsk...Tsk...Tsk...what a shame 🤣😂🤣😅
Were they not smart enough to burn it outside? Ijs
#nike #justdoit #welltheydid #iamwithkap #thewholedamthing https://t.co/wGVSXGCHl1"
IrieJamFM,Fri Sep 07 01:13:33 +0000 2018,"Get ready #justdoit with @meelamac
Kamp Kamila NYC is a holistic health, fitness and motivational experience that combines a high intensity SWEAT to some sweet reggae beats (1 hour)… https://t.co/E5IfmIE72M"
SandboxMusicLLC,Fri Sep 07 01:13:32 +0000 2018,@SenBooker The same reason the head of  @realDonaldTrump @potus ‘s immigrantion policy is flashing the “white power” sign. It’s called “RACISM” and the last gasp of the Great White Dope #JustDoIt
DillonRhodes,Fri Sep 07 01:13:28 +0000 2018,“We don’t chew on Nikes anymore in this house” #nike #justdoit #meme #joke https://t.co/XX2vl0eYAu
artsyfilmtype,Fri Sep 07 01:13:21 +0000 2018,Y’all are so extra with these photoshopped #JustDoIt ads. “Give me two pur.” 😂💀
bridgetbcam,Fri Sep 07 01:13:20 +0000 2018,"Not intending to insult an entire population... but the state of affairs in the US really is quite worrisome. Why is “freedom” good for some but not all?
#iStandWithNike #SupportNike #JustDoIt"
deedydave,Fri Sep 07 01:12:55 +0000 2018,Because Boy 2 men sung it we good huh😏😏#justDoIt” 🤣🤣🤣
TheRealKenDavis,Fri Sep 07 01:12:41 +0000 2018,@serenawilliams  You Rock!! #JustDoIt https://t.co/oLc766XHVz
madtorraville,Fri Sep 07 01:12:36 +0000 2018,Well Done @Nike #BeSomebody #BelieveInSomething #DreamBig #justdoit @SPJHPythons @SPJH_PE https://t.co/NZlFtfrQN2
WinkaDink2,Fri Sep 07 01:12:34 +0000 2018,@CBSNews Wonder if there are any POC on their team? If they er ever been unfairly targeted by law enforcement? Way to show inclusion Christian college 😳 @Nike #JustDoIt
mdg320,Fri Sep 07 01:12:33 +0000 2018,"@thehill @mobilematt #JUSTDOIT

Do it now!"
WineBaconThou,Fri Sep 07 01:12:19 +0000 2018,"#MAGA y'all #JustDoIt #ThatllShowThem 

https://t.co/6adqASg3xJ"
CLT365,Fri Sep 07 01:12:07 +0000 2018,"Reposting via @Crowdfire 
Daily Motivation.
YOUR Time is right NOW! 😊🙌🏾
.
#daily #goals #motivation #dreams #entrepreneur #lifequotes #passion #love
#belive #believeinyourself #self #wisdom #vision #hardwork #business #justdoit #noexcuses https://t.co/tWxDtOOMRb"
ChangeOpenly,Fri Sep 07 01:12:05 +0000 2018,Take a stand and be on the right side of history. Lessons learned from @Nike #JustDoIt #SocialImpact #BeTheChange https://t.co/LDLRaNCwWb
sixp8ck,Fri Sep 07 01:12:05 +0000 2018,Pray for them #gainz. #Me: 👉🏽😂✌🏽.- 📷📹 #JustDoIt #RestDay #Nike #PeopleWhoLifts #MichaelJamesTamondong @ShreddedBeyondABSolute https://t.co/NollOg4apE 👉🏽My #official #socialmediaprofile outlet #pages please feel free to 'LIKE'&amp;'FOLLOW' • Thank you and keep on pushing it. https://t.co/Flb8Vf55PV
JimmyPage37,Fri Sep 07 01:11:47 +0000 2018,"DO the most IMPORTANT STUFF FIRST! 

I’ve discovered if I don’t do the most important things first, they probably won’t get done. 
Procrastination and Distraction set in &amp; before I know it, the day is over &amp; I didn’t do the most important things. Just Do It!

#justdoit #getitdone"
Havok_2O18,Fri Sep 07 01:11:46 +0000 2018,"@TheSWPrincess @1Jedi_Rey @NatCookResists @ListenToEzra @gbmnyc @NFL @nflcommish @NFLPA @realDonaldTrump @MalcolmJenkins @Kaepernick7 @KSTiLLS @mosesbread72 @Nike @KingJames @MatthewWolfff @JynErso_2017 @DeadpoolResists @debbiesideris @TrinityResists @SabineResists @Minervasbard @RebelScumPixie @JediMasterDre @B52Malmet @Lady_Star_Gem @JeffBfish @JainaResists @knot4sharing @DangeRussWilson @Earl_Thomas @TDLockett12 @TopRopeTravis @BrandonTXNeely @RealTomSongs @BatmanResist @TrisResists @NateBoyer37 @CaptainsLog2O18 In silence we will kneel 
as the anthem plays
drawing attention to injustice
by some that wear Blue, till we are no longer betrayed. 

#TakeAKnee
#JustDoIt
#ImWithKaep https://t.co/9MI7ieImCe"
rasath11,Fri Sep 07 01:11:37 +0000 2018,"Drop some hearts for your #haters
.
The only #reason people 
rain on your parade
Is cuz they're #jealous of your sun
And tired of their #shade
.
It goes tick-tock, 
game on lock
Sun gon' shine 
but the #reign won't stop
#jcole #rapspiration 
#riseandshine #imwithkap
#justdoit https://t.co/wtWbf1oyRv"
rojaslu_,Fri Sep 07 01:11:32 +0000 2018,It’s only crazy until you do it #JustDoIt 🔝 https://t.co/kGPuZhGPnI
EasyE_Webb,Fri Sep 07 01:11:31 +0000 2018,"Nike store sure is less crowded now...
#JustDoIt"
_angelquiroz,Fri Sep 07 01:11:24 +0000 2018,Expressing yourself accurately is a gift afforded to the creative. #JustDoIt
gidionabudget,Fri Sep 07 01:11:14 +0000 2018,To burn or not? 😂😂😂😂😂HELL NOOO!!!! @Nike #justdoit https://t.co/bB8IXZO2Xn
LeighRoseA,Fri Sep 07 01:11:12 +0000 2018,God does exist and they are a Bravo fan....this is EVERYTHING. #JustDoIt #RHONY #JustLuIt https://t.co/lFjzci79sg
kristiamartin,Fri Sep 07 01:10:47 +0000 2018,Big day at work at @Nike today. Could not be more proud of this company &amp; so happy to be a part of it. #fosterthepeople #ColinKaepernick #dashawnjordan @fosterthepeople @Kaepernick7 @d_dashawn #justdoit #nike #JDI #JDIday #swooshlife #30years @hurley @Converse @nikesb https://t.co/2ghek7wIyx
TheSWPrincess,Fri Sep 07 01:10:25 +0000 2018,"@1Jedi_Rey @NatCookResists @ListenToEzra @gbmnyc @NFL @nflcommish @NFLPA @realDonaldTrump @Havok_2O18 @MalcolmJenkins @Kaepernick7 @KSTiLLS @mosesbread72 @Nike @KingJames @MatthewWolfff @JynErso_2017 @DeadpoolResists @debbiesideris @TrinityResists @SabineResists @Minervasbard @RebelScumPixie @JediMasterDre @B52Malmet @Lady_Star_Gem @JeffBfish @JainaResists @knot4sharing @DangeRussWilson @Earl_Thomas @TDLockett12 There is no disrespect to the country or our flag
We #JustDoIt for understanding 
We will kneel as long as we can
It is justice we are demanding #TakeTheKnee #ImWithKaep https://t.co/XTXoAN4y7d"
SabineResists,Fri Sep 07 01:10:19 +0000 2018,"@gbmnyc @NFL @nflcommish @NFLPA @realDonaldTrump @TheSWPrincess @1Jedi_Rey @Havok_2O18 @ListenToEzra @MalcolmJenkins @Kaepernick7 @KSTiLLS @mosesbread72 @Nike @KingJames Colin Kaepernick chose to #TakeAKnee during the National Anthem to Peacefully Protest Unwarranted Use of Force &amp; Oppression by Police against Minorities. 

It’s NOT about the Flag or the National Anthem!

#ImWithKaep 
#JustDoIt https://t.co/QjcQfahcq3"
DJJONEZNYC,Fri Sep 07 01:10:13 +0000 2018,#justdoit @ Nike FactoryStore https://t.co/Vp6IPKmMIB
